Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE50749	"Drug Synergy Screen and Network Modeling in Dedifferentiated Liposarcoma (DDLS) part 1"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50749/suppl"	24065146		"Martin L Miller"	"Sep 24, 2013"
GSE50750	"Drug Synergy Screen and Network Modeling in Dedifferentiated Liposarcoma (DDLS) part 2"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50750/suppl"	24065146		"Martin L Miller"	"Sep 24, 2013"
GSE50751	"Drug Synergy Screen and Network Modeling in Dedifferentiated Liposarcoma (DDLS)"	"Expression profiling by array;Genome variation profiling by genome tiling array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50751/suppl"	24065146		"Martin L Miller"	"Sep 24, 2013"
GSE50982	"Cavin-3 Dictates the Balance Between ERK and Akt Signaling"	"Expression profiling by array"	"Homo sapiens"	45		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50982/suppl"	24069528		"Peter Michaely"	"Sep 24, 2013"
GSE51083	"Global gene expression changes in patient-derived CML cell line K562 after short- and long-term BCR-ABL kinase inhibition."	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51083/suppl"	24362263		"Neil Shah"	"Sep 24, 2013"
GSE51100	"Autoimmune antigen and serum factor antigen reactivity in a cohort of patients with systemic lupus erythematosus (SLE) and healthy controls from the ABCoN cohort."	"Other"	"Bos taurus;Gallus gallus;Homo sapiens"	45		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51100/suppl"	24270423		"Jordan Price"	"Sep 24, 2013"
GSE51101	"Autoimmune antigen and serum factor antigen reactivity in a cohort of patients with autoimmune polyendocrinopathy syndrome type 1(APS-1) and healthy controls."	"Other"	"Bos taurus;Gallus gallus;Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51101/suppl"	24270423		"Jordan Price"	"Sep 24, 2013"
GSE51102	"Autoimmune antigen and serum factor antigen reactivity in a cohort of patients with mycobacterium infection shown previously to be positive and negative for IgG autoantibodies to IFN-gamma."	"Other"	"Bos taurus;Gallus gallus;Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51102/suppl"	24270423		"Jordan Price"	"Sep 24, 2013"
GSE51117	"Genome wide ChIP-Seq profiles of p300 and CBP in control and cells expressing HSP70K71E"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	10		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51117/suppl"		SRP030398	"Jung S Byun"	"Sep 24, 2013"
GSE51118	"p300 is a preferred client protein for Nuclear Chaperones"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	16		"BEDGRAPH;CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51118/suppl"			"Jung S Byun"	"Sep 24, 2013"
GSE51123	"3D Expression Data of Myc and Myc phospho-mutants"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51123/suppl"	24030976		"Michelle Chan-Seng-Yue"	"Sep 24, 2013"
GSE51143	"Effect of BET inhibitors (JQ1 and RVX-208) on gene expression in HepG2 cells"	"Expression profiling by array"	"Homo sapiens"	8	GDS5340	"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51143/suppl"	24248379		"Panagis Filippakopoulos"	"Sep 24, 2013"
GSE19913	"Syndecan-2 and apoptosis in osteosarcoma"	"Expression profiling by array"	"Homo sapiens"	4		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19913/suppl"	21681744		"Kevin Lebrigand"	"Sep 23, 2013"
GSE36807	"Genome-wide analysis of Crohn's disease and ulcerative colitis biopsy samples."	"Expression profiling by array"	"Homo sapiens"	35		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36807/suppl"	24155895		"Trinidad Montero"	"Sep 23, 2013"
GSE46477	"Inhibition of RUNX2 transcriptional activity blocks the proliferation, migration and invasion of epithelial ovarian carcinoma cells"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46477/suppl"	24124450		"Dimcho Bachvarov"	"Sep 23, 2013"
GSE48574	"Gene expression in human healthy control and ISCU myopathy patient muscle biopsies"	"Expression profiling by array"	"Homo sapiens"	8	GDS4960	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48574/suppl"	23943793		"Chuming Chen"	"Sep 23, 2013"
GSE50697	"Gene expression of SUM159 breast cancer cell line expressing microRNA--203"	"Expression profiling by array"	"Homo sapiens"	6	GDS5348	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50697/suppl"	24045437		"Joe Taube"	"Sep 23, 2013"
GSE50761	"Targeted DNA demethylation using TALE-TET1 fusion proteins"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	435		"CSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50761/suppl"	24108092	SRP029882	"Morgan Lee Maeder"	"Sep 23, 2013"
GSE47553	"Effect of progerin on p53-deficient vascular smooth muscle cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47553/suppl"			"Daisuke Kinoshita"	"Sep 22, 2013"
GSE28238	"Low grade gliomas"	"Expression profiling by array"	"Homo sapiens"	40		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28238/suppl"	23947815		"annalisa barla"	"Sep 21, 2013"
GSE32389	"Nasopharyngeal carcinoma patient samples: radio-sensitive samples vs. radio-resistant samples"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32389/suppl"			"shu yang"	"Sep 21, 2013"
GSE48176	"TFAM ChIP-seq in HeLa cells"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	8		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48176/suppl"	23991223	SRP026218	"Georgi K Mairnov"	"Sep 21, 2013"
GSE51030	"Gene expression analysis of human adipose-derived stem cells."	"Expression profiling by array"	"Homo sapiens"	1		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51030/suppl"			"Olga Igoucheva"	"Sep 21, 2013"
GSE51044	"Gamma-secretase inhibitor plus fludarabine in CLL"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51044/suppl"	24781018		"DOLORS COLOMER"	"Sep 21, 2013"
GSE51057	"Methylome Analysis and Epigenetic Changes Associated with Menarcheal Age"	"Methylation profiling by array"	"Homo sapiens"	329		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51057/suppl"	24278132		"Gianluca Campanella"	"Sep 21, 2013"
GSE38233	"Study functions of ADAR proteins using next generation sequencing of genome and transcriptome"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	20		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38233/suppl"	24183664	SRP013450	"Isabel Xiaorong Wang"	"Sep 20, 2013"
GSE39846	"Profiling of lncRNAs and protein-coding RNAs in colorectal cancer and of MYC-regulated lncRNAs and protein-coding RNAs"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39846/suppl"	25663692		"Taewan Kim"	"Sep 20, 2013"
GSE40240	"Expression data from peripheral blood  - blood draws at Pre and Post time points of Allergen inhalation challenge (ER and DR)"	"Expression profiling by array"	"Homo sapiens"	28	GDS5001	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40240/suppl"	23844124		"Scott Tebbutt"	"Sep 20, 2013"
GSE43036	"Synergistic Activation of Inflammatory Cytokine Genes by Priming of Regulatory DNA Elements for Increased Transcription in Response to TLR Signaling"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	21		"TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43036/suppl"	24012417	SRP017687	"Lionel Ivashkiv"	"Sep 20, 2013"
GSE50252	"Genomic profiling of Richter-syndrome Chronic Lymphocytic Leukemia"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	146		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50252/suppl"	24004666;24004669		"Francesco Bertoni"	"Sep 20, 2013"
GSE50253	"Genomic profiling of Anaplastic Large Cell Lymphoma"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	70		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50253/suppl"	24004669		"Francesco Bertoni"	"Sep 20, 2013"
GSE51032	"EPIC-Italy at HuGeF"	"Methylation profiling by array"	"Homo sapiens"	845		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51032/suppl"			"Gianluca Campanella"	"Sep 20, 2013"
GSE51049	"A mechanistic study on the metastasis inducing function of FUS-CHOP fusion protein in liposarcoma"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51049/suppl"	24285420		"Nitin Patil"	"Sep 20, 2013"
GSE43411	"NanoString miRNA profiling of THP1-differentiated macrophages treated with LPS derived from A. aggregatibacter, P. gingivalis and Pg LPS treated with cigrate smoke extract (Pg CSE)"	"Non-coding RNA profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43411/suppl"	24062196		"Afsar Raza Naqvi"	"Sep 19, 2013"
GSE44019	"Affymetrix SNP array data for metastatic melanoma specimens"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	16		"CEL;CHP;CNCHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44019/suppl"	24014427		"Dave Hoon"	"Sep 19, 2013"
GSE44660	"Affymetrix expression array data for melanoma progression to the brain"	"Expression profiling by array"	"Homo sapiens"	22		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44660/suppl"	24014427		"Dave Hoon"	"Sep 19, 2013"
GSE44661	"DNA methylation analysis of melanoma progression to brain metastasis"	"Methylation profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44661/suppl"	24014427		"Dave Hoon"	"Sep 19, 2013"
GSE44662	"Genome-wide DNA methylation, gene expression, and copy number integrative analysis of melanoma brain metastasis"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	62		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44662/suppl"	24014427		"Dave Hoon"	"Sep 19, 2013"
GSE46251	"Microarray data of human leukemia cells MV4;11 with or without IKK inhibitor treatment."	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46251/suppl"			"HSU-PING KUO"	"Sep 19, 2013"
GSE46252	"Microarray data of leukemia cells with or without IKK inhibitor treatment"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46252/suppl"	24054986		"HSU-PING KUO"	"Sep 19, 2013"
GSE48028	"Differentially expressed miRNAs between Alzheimer's disease and control mice's hippocampus"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	4		"LSR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48028/suppl"			"Subi Wei"	"Sep 19, 2013"
GSE51002	"A genome-wide analysis of open chromatin in human epididymis epithelial cells reveals novel candidate regulatory elements for male infertility [DNase-Seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	2		"NARROWPEAK"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51002/suppl"	24006278	SRP030025	"Ann Harris"	"Sep 19, 2013"
GSE51003	"A genome-wide analysis of open chromatin in human epididymis epithelial cells reveals novel candidate regulatory elements for male infertility"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	5		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51003/suppl"	24006278		"Ann Harris"	"Sep 19, 2013"
GSE41177	"Region-specific gene expression profiles in left atria of patients with valvular atrial fibrillation"	"Expression profiling by array"	"Homo sapiens"	38		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41177/suppl"	23183193		"Yun-Shien Lee"	"Sep 18, 2013"
GSE46622	"High-throughput sequencing of matched colorectal normal, tumor and metastasis tissues and proof-of principal bioinformatics modeling of therapeutic consequences of miRNA applications"	"Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46622/suppl"	23874421	SRP022054	"Michal Ruth Schweiger"	"Sep 18, 2013"
GSE46802	"Global analysis of DNA methylation changes during progression of oral tumorigenesis"	"Methylation profiling by array;Expression profiling by array"	"Homo sapiens"	60		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46802/suppl"	24035722		"Rebecca M Towle"	"Sep 18, 2013"
GSE47051	"Genome-wide differential gene expression signatures in pediatric acute lymphoblastic leukemia subtypes"	"Expression profiling by array"	"Homo sapiens"	108		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47051/suppl"	24063430		"Jessica Nordlund"	"Sep 18, 2013"
GSE47858	"High-efficiency RNA cloning enables quantitative measurement of miRNA expression by deep sequencing"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	13		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47858/suppl"	24098942	SRP025989	"Zhaojie Zhang"	"Sep 18, 2013"
GSE49031	"Genome-wide signatures of differential DNA methylation in pediatric acute lymphoblastic leukemia"	"Methylation profiling by genome tiling array"	"Homo sapiens"	945		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49031/suppl"	24063430;25729447;26494837		"Jessica Nordlund"	"Sep 18, 2013"
GSE49032	"Genome-wide signatures of differential DNA methylation and gene expression in pediatric ALL"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	1053		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49032/suppl"	24063430;25729447		"Jessica Nordlund"	"Sep 18, 2013"
GSE50924	"microRNA expression profile in human gliomas"	"Expression profiling by RT-PCR"	"Homo sapiens"	8		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50924/suppl"			"Alfredo Conti"	"Sep 18, 2013"
GSE50954	"Genes induced by IFN-beta, IFN-gamma or unphosphoraylted STAT1 in human fibroblasts"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50954/suppl"	24065129		"HyeonJoo Cheon"	"Sep 18, 2013"
GSE50957	"Molecular Hallmarks of Experimentally Acquired Immunity to Malaria [Pilot Study]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"FPKM_TRACKING;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50957/suppl"	27506615	SRP029990	"Ravi Sanka"	"Sep 18, 2013"
GSE27678	"Gene expression analysis in a variety of normal, premalignant and squamous cell carcinomas of the cervix"	"Expression profiling by array"	"Homo sapiens"	77		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27678/suppl"	17516585;21952923;23765377		"Ian Roberts"	"Sep 17, 2013"
GSE40113	"Distinct Micro-RNA profiles are associated with severity of hepatitis C virus recurrence and acute cellular rejection after liver transplant"	"Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40113/suppl"	23408392		"siamak salehi"	"Sep 17, 2013"
GSE41364	"Expression data for HT29 cells treated with 5-aza-deoxy-cytidine [Affymetrix]"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41364/suppl"	23902433		"Xiao Xu"	"Sep 17, 2013"
GSE41446	"Early molecular assessment of osseointegration in humans"	"Expression profiling by array"	"Homo sapiens"	44		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41446/suppl"			"Lyndon Cooper"	"Sep 17, 2013"
GSE41586	"Expression data for HT29 cells treated with 5-aza-deoxy-cytidine [RNA-Seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41586/suppl"	23902433	SRP016118	"Xiao Xu"	"Sep 17, 2013"
GSE41588	"Expression data for HT29 cells treated with 5-aza-deoxy-cytidine"	"Expression profiling by array;Expression profiling by high throughput sequencing"	"Homo sapiens"	18		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41588/suppl"	23902433		"Xiao Xu"	"Sep 17, 2013"
GSE42056	"Affymetrix SNP array data for acute lymphoblastic leukemia samples"	"Genome variation profiling by SNP array"	"Homo sapiens"	40		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42056/suppl"	24081948		"Thomas Streichert"	"Sep 17, 2013"
GSE42221	"Comparative intraindividual transcriptome analysis of B-precursor ALL of childhood"	"Expression profiling by array"	"Homo sapiens"	11		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42221/suppl"	24081948		"Thomas Streichert"	"Sep 17, 2013"
GSE48964	"Expression data from Adipose Stem Cells (ASC) from morbidly obese and non-obese individuals"	"Expression profiling by array"	"Homo sapiens"	6	GDS5056	"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48964/suppl"	24040759		"Lina Badimon"	"Sep 17, 2013"
GSE49627	"Large-scale hypomethylated blocks associated with Epstein-Barr virus-induced B-cell immortalization [Bisulfite-seq]"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	15		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49627/suppl"	24068705;25599564	SRP028577	"Kasper Daniel Hansen"	"Sep 17, 2013"
GSE49628	"Large-scale hypomethylated blocks associated with Epstein-Barr virus-induced B-cell immortalization [Expression Array]"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49628/suppl"	24068705;25599564		"Kasper Daniel Hansen"	"Sep 17, 2013"
GSE49629	"Large-scale hypomethylated blocks associated with Epstein-Barr virus-induced B-cell immortalization"	"Methylation profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	24		"CEL;CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49629/suppl"	24068705;25599564		"Kasper Daniel Hansen"	"Sep 17, 2013"
GSE50892	"Expression data from kidney biopsies of liver disease patients"	"Expression profiling by array"	"Homo sapiens"	17		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50892/suppl"			"Pilib Ó Broin"	"Sep 17, 2013"
GSE50913	"Expression data from EGR1-transfected H1299 cells vs normal H1299 cells"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50913/suppl"			"Huihua Zhang"	"Sep 17, 2013"
GSE24271	"Gene expression profiling of A549 cells that undergo cell death"	"Expression profiling by array"	"Homo sapiens"	2		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24271/suppl"			"Ho Sung Kang"	"Sep 16, 2013"
GSE41152	"HPV-related methylation in Oropharyngeal squamous cell carcinomas (OPSCC)"	"Methylation profiling by genome tiling array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41152/suppl"	23635773		"Dr Efterpi Kostareli"	"Sep 16, 2013"
GSE45142	"Gene expression profile of A549 cells from tissue of 4D model predicts poor prognosis in lung cancer patients"	"Expression profiling by array"	"Homo sapiens"	18		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45142/suppl"	23934967		"Chad Creighton"	"Sep 16, 2013"
GSE45880	"Cytokine-induced changes in the gene expression profile of human cerebral microvascular endothelial cell-line, hCMEC/D3"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45880/suppl"	24050303		"Miguel Alejandro Lopez-Ramirez"	"Sep 16, 2013"
GSE45885	"Potential biomarkers of non-obstructive azoospermia identified in microarray gene expression analysis"	"Expression profiling by array"	"Homo sapiens"	31		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45885/suppl"	24012201		"Tomasz Stokowy"	"Sep 16, 2013"
GSE43399	"MYBL2 Is a Sub-haploinsufficient Tumor Suppressor Gene in Myeloid Malignancy (RNA)"	"Expression profiling by array"	"Homo sapiens"	30		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43399/suppl"	23878725		"Stefan Heinrichs"	"Sep 15, 2013"
GSE43400	"MYBL2 Is a Sub-haploinsufficient Tumor Suppressor Gene in Myeloid Malignancy (RNAi)"	"Expression profiling by array"	"Homo sapiens"	13		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43400/suppl"	23878725		"Stefan Heinrichs"	"Sep 15, 2013"
