Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE29970	"Differential expression analysis of colorectal carcinoma cells (defunct TP53 versus active TP53) using TileShuffle"	"Expression profiling by genome tiling array"	"Homo sapiens"	28		"BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29970/suppl"			"Kristin Reiche"	"Jan 31, 2016"
GSE30006	"Expression analysis of INA6 cells after IL-6 restimulation using TileShuffle"	"Expression profiling by genome tiling array"	"Homo sapiens"	14		"BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30006/suppl"			"Kristin Reiche"	"Jan 31, 2016"
GSE30007	"Expression analysis of INA6 cells after IL-6 withdrawal using TileShuffle"	"Expression profiling by genome tiling array"	"Homo sapiens"	14		"BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30007/suppl"			"Kristin Reiche"	"Jan 31, 2016"
GSE30008	"Differential expression analysis of INA6 cells using TileShuffle"	"Expression profiling by genome tiling array"	"Homo sapiens"	28		"BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30008/suppl"			"Kristin Reiche"	"Jan 31, 2016"
GSE50911	"Human melanocytes: Control vs. RAS or BRAF Infected"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50911/suppl"			"Lionel Larribere"	"Jan 31, 2016"
GSE53821	"microRNA levels in patients receiving CRT"	"Expression profiling by RT-PCR"	"Homo sapiens"	12		"SDS;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53821/suppl"			"Saumya Das"	"Jan 31, 2016"
GSE60630	"RNA-Seq to assess the transcriptional effects of G quadruplex stabilization by the G4 ligand PhenDC3 in HT-1080 cells"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	6		"DIFF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60630/suppl"		SRP045695	"Lucas T Gray"	"Jan 31, 2016"
GSE64216	"Genome-wide analysis of gene expression in Normal oral mucosa and different stages of oral submucous fibrosis"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64216/suppl"			"Jyotirmoy Chatterjee"	"Jan 31, 2016"
GSE64243	"A ChIP-seq spike-in method enables detection of global histone modification changes across the genome"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	8		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64243/suppl"	27875550	SRP051259	"Suchit Jhunjhunwala"	"Jan 31, 2016"
GSE64335	"Mycobacterium tuberculosis H37Ra-infected macrophages response to T0901317"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64335/suppl"	27604870		"David Laperriere"	"Jan 31, 2016"
GSE65407	"A Luminal, Steroid Receptor-Positive Breast Cancer Stem Cell that Generates Intratumoral Heterogeneity is Preserved by Progesterone and Depleted by Estradiol"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65407/suppl"			"Aaron Knox"	"Jan 31, 2016"
GSE69119	"Mastermind-like 3 controls proliferation and differentiation in neuroblastoma (ChIP-seq)"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	10		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69119/suppl"	26785999	SRP058581	"Prashanth Kumar Bajpe"	"Jan 31, 2016"
GSE69121	"Mastermind-like 3 controls proliferation and differentiation in neuroblastoma (RNA-seq)"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69121/suppl"	26785999	SRP058647	"Prashanth Kumar Bajpe"	"Jan 31, 2016"
GSE69183	"Mastermind-like 3 controls proliferation and differentiation in neuroblastoma"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	18		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69183/suppl"	26785999		"Prashanth Kumar Bajpe"	"Jan 31, 2016"
GSE70120	"Inhibition of class I histone deacetylases 1 and 2 promotes urothelial carcinoma cell death by various mechanisms (HDAC inhibitor treatments)"	"Expression profiling by array"	"Homo sapiens"	36		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70120/suppl"	26772204		"Karl Koehrer"	"Jan 31, 2016"
GSE71743	"Expression profiling in the human sclera"	"Expression profiling by array"	"Homo sapiens"	7		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71743/suppl"			"Akihiro Umezawa"	"Jan 31, 2016"
GSE72163	"HSPA6 is an ulcerative colitis susceptibility factor that is induced by cigarette smoke and protects intestinal epithelial cells by stabilizing anti-apoptotic Bcl-XL"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72163/suppl"	26826017		"vincent bloks"	"Jan 31, 2016"
GSE73865	"Genome-wide map of SIX2 and SIX1 binding in human embryonic kidney cortex"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	21		"BED;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73865/suppl"	26884396	SRP064623	"Andrew P McMahon"	"Jan 31, 2016"
GSE73866	"Transcriptional profiling of human and mouse nephron progenitor cells"	"Expression profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	2		"TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73866/suppl"	26884396	SRP064624	"Andrew P McMahon"	"Jan 31, 2016"
GSE73867	"Nephron endowment"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	23		"BED;TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73867/suppl"	26884396		"Andrew P McMahon"	"Jan 31, 2016"
GSE74477	"Inhibition of class I histone deacetylases 1 and 2 promotes urothelial carcinoma cell death by various mechanisms (HDAC siRNA knockdown)"	"Expression profiling by array"	"Homo sapiens"	10		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74477/suppl"	26772204		"Karl Koehrer"	"Jan 31, 2016"
GSE74478	"Inhibition of class I histone deacetylases 1 and 2 promotes urothelial carcinoma cell death by various mechanisms"	"Expression profiling by array"	"Homo sapiens"	46		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74478/suppl"	26772204		"Karl Koehrer"	"Jan 31, 2016"
GSE74975	"Systems biology of immunity to MF59-adjuvanted versus non-adjuvanted trivalent seasonal influenza vaccines in early childhood"	"Expression profiling by array"	"Homo sapiens"	230		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74975/suppl"			"Dmitri A Kazmin"	"Jan 31, 2016"
GSE56545	"mRNA profiling  of Hepatocellular carcinoma (HCC)"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56545/suppl"		SRP040998	"Dong Shen"	"Jan 30, 2016"
GSE59908	"Expression data from MCF7 cells depleted of the cohesin subunit RAD21 and treated with estrogen or vehicle"	"Expression profiling by array"	"Homo sapiens"	24		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59908/suppl"	25542856		"Julia Horsfield"	"Jan 30, 2016"
GSE73718	"Transcriptome profiling of HEK 293T cells depleted of endogenous miRNAs"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73718/suppl"	26651947	SRP064457	"Benjamin tenOever"	"Jan 30, 2016"
GSE73719	"Transcriptome profiling of BJ foreskin fibroblasts (ATCC: CRL-2522) depleted of endogenous miRNAs"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73719/suppl"		SRP064458	"Benjamin tenOever"	"Jan 30, 2016"
GSE73720	"Transcriptome profiling of HEK 293T cells and BJ foreskin fibroblasts depleted of endogenous miRNAs"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	23				26651947		"Benjamin tenOever"	"Jan 30, 2016"
GSE76523	"Methylomes and Transcriptomes of Human Pluripotent-to-Cardiomyocyte Differentiation [RNA-seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76523/suppl"	26981572	SRP068078	"Joshua Tompkins"	"Jan 30, 2016"
GSE76524	"Methylomes and Transcriptomes of Human Pluripotent-to-Cardiomyocyte Differentiation [MBD-seq]"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76524/suppl"	26981572	SRP068077	"Joshua Tompkins"	"Jan 30, 2016"
GSE76525	"Methylomes and Transcriptomes of Human Pluripotent-to-Cardiomyocyte Differentiation"	"Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing"	"Homo sapiens"	46				26981572		"Joshua Tompkins"	"Jan 30, 2016"
GSE76599	"Human Calu-3 cell transcriptome response to a wild type infectious clone of H5N1 Influenza virus and mutant H5N1 viruses [mRNA]"	"Expression profiling by array"	"Homo sapiens"	80		"TXT;XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76599/suppl"			"Natalie Heller"	"Jan 30, 2016"
GSE77379	"The Marrow Niche Controls The Cancer Stem Cell Phenotype Of Disseminated Prostate Cancer"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77379/suppl"	27172799		"Yusuke Shiozawa"	"Jan 30, 2016"
GSE77413	"Modeling the combined effect of RNA-binding proteins and microRNAs in post-transcriptional regulation"	"Expression profiling by array"	"Homo sapiens"	8		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77413/suppl"	26837572		"Saber HafezQorani"	"Jan 30, 2016"
GSE65428	"DNA methylation analyses in infants reveal signals correlated with fetal alcohol syndrome, maternal smoking, gender, and ethnicity"	"Methylation profiling by genome tiling array"	"Homo sapiens"	145		"CSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65428/suppl"			"David McGaughey"	"Jan 29, 2016"
GSE71008	"Plasma extracellular RNA profiles in healthy and cancer patients"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	192		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71008/suppl"	26786760	SRP061240	"Liang Wang"	"Jan 29, 2016"
GSE71665	"Genome-wide gene expression analysis of FAF1 silencing in HeLa cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71665/suppl"	26811330		"Soonhwa SONG"	"Jan 29, 2016"
GSE74158	"Developing a Gene Expression Signature For T Cells Resident in Human Skin"	"Expression profiling by array"	"Homo sapiens"	30		"IDAT;TXT;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE74nnn/GSE74158/suppl"	26824609		"Jane Li"	"Jan 29, 2016"
GSE77338	"miRNA profile of WI-38 cells and their progressively transformed derivatives"	"Non-coding RNA profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77338/suppl"	26908102		"Yonit Hoffman"	"Jan 29, 2016"
GSE77353	"Spatial and Temporal Homogeneity of Driver Mutations in Diffuse Intrinsic Pontine Glioma"	"Methylation profiling by genome tiling array"	"Homo sapiens"	35		"CSV;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77353/suppl"	27048880		"Nada Jabado"	"Jan 29, 2016"
GSE77358	"Expression Profiles of MicroRNA, its genes and proteins targets and Stromal Genes in Aggressive Behavior Tumors from Young Patients with Breast Cancer."	"Expression profiling by array"	"Homo sapiens"	42		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77358/suppl"			"Renato David Puga"	"Jan 29, 2016"
GSE77361	"Genome wide analysis of gene expression in conjunctiva whole tissue and primary conjunctival fibroblasts from patients with ocular mucous membrane pemphigoid and control patients"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77361/suppl"			"Sarah Ahadome"	"Jan 29, 2016"
GSE77368	"SNP arrays of tumors derived from human prostate epithelial cells transformed with the oncogenes N-Myc and myrAKT1"	"Genome variation profiling by SNP array;Genome variation profiling by genome tiling array"	"Homo sapiens"	4		"CEL;CYCHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77368/suppl"	27050099		"John Lee"	"Jan 29, 2016"
GSE43812	"RhoE KD in U87 cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43812/suppl"			"Nil Turan"	"Jan 28, 2016"
GSE43815	"ROCK1 KD in U87 cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43815/suppl"			"Nil Turan"	"Jan 28, 2016"
GSE70397	"Phenotypic and genomic analysis of multiple myeloma minimal residual disease clonal plasma cells: a new model to understand chemoresistance [CytoScan750K Copy Number, LOH]"	"Genome variation profiling by SNP array"	"Homo sapiens"	24		"CEL;CYCHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70397/suppl"	26755711		"Bruno Paiva"	"Jan 28, 2016"
GSE70398	"Phenotypic and genomic analysis of multiple myeloma minimal residual disease clonal plasma cells: a new model to understand chemoresistance  [HuGene-1_0 Expression]"	"Expression profiling by array"	"Homo sapiens"	14		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70398/suppl"	26755711		"Bruno Paiva"	"Jan 28, 2016"
GSE70399	"Phenotypic and genomic analysis of multiple myeloma minimal residual disease clonal plasma cells: a new model to understand chemoresistance"	"Genome variation profiling by SNP array;Expression profiling by array"	"Homo sapiens"	30		"CEL;CYCHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70399/suppl"	26755711		"Bruno Paiva"	"Jan 28, 2016"
GSE71962	"Urinary miRNA biomarkers for early detection of pancreatic adenocarcinoma (PDAC)"	"Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE71nnn/GSE71962/suppl"	26807325		"Silvana Debernardi"	"Jan 28, 2016"
GSE72183	"Cell and microvesicle urine microRNA deep sequencing profiles from healthy individuals"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	79		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72183/suppl"	26785265	SRP062587	"Iddo Z. Ben-Dov"	"Jan 28, 2016"
GSE72221	"Characterization of LncRNA BC012900 among long non-coding RNAs differentially expressed in ulcerative colitis"	"Non-coding RNA profiling by array"	"Homo sapiens"	57		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72221/suppl"	26937624		"Yong Huang"	"Jan 28, 2016"
GSE77260	"E2F1 orchestrates transcriptomics and oxidative metabolism in Wharton’s jelly derived mesenchymal stem cells from growth-restricted neonates"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	60		"BED;BIGWIG;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77260/suppl"		SRP068942	"Walter Stunkel"	"Jan 28, 2016"
GSE77272	"Role of Fibroblast Growth Factor-5 on the Proliferation of Human Tonsil-derived Mesenchymal Stem Cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77272/suppl"			"Gi Cheol Park"	"Jan 28, 2016"
GSE77278	"The circular RNA (circRNA)  expression profiles in human aortic vascular smooth muscle cells (HAVSMCs)"	"Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77278/suppl"			"shaoguang sun"	"Jan 28, 2016"
GSE77279	"The long non-coding RNA(lncRNA)  expression profiles in human aortic vascular smooth muscle cells (HAVSMCs)"	"Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77279/suppl"			"shaoguang sun"	"Jan 28, 2016"
GSE77280	"Long non-coding and circular RNA expression profiles in human aortic vascular smooth muscle cells (HAVSMCs)"	"Non-coding RNA profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77280/suppl"			"shaoguang sun"	"Jan 28, 2016"
GSE77287	"The alterations of gene expression in aortic valve from calcific aortic valve disease patients"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77287/suppl"			"Bongkun Choi"	"Jan 28, 2016"
GSE77296	"Gene expression-based, etiology analysis for Hirschsprung's Disease"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	12		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77296/suppl"	26933947		"Zhenhua Guo"	"Jan 28, 2016"
GSE77313	"NOMO-1: A NOVEL GENE ALTERED IN COLORECTAL CANCER, MOSTLY WITHIN THE EARLY-ONSET SUBSET"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	146		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77313/suppl"			"Juan Luis Garcia"	"Jan 28, 2016"
GSE59091	"Non-CG DNA methylation is a biomarker for assessing endodermal differentiation capacity in pluripotent stem cells"	"Methylation profiling by genome tiling array"	"Homo sapiens"	195		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59091/suppl"	26822956		"Lee Butcher"	"Jan 27, 2016"
GSE64019	"Mouse Smarcb1-deficient models recapitulate subtypes of human rhabdoid tumors."	"Expression profiling by array"	"Homo sapiens;Mus musculus"	80		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE64nnn/GSE64019/suppl"	26818002		"Wilfrid Richer"	"Jan 27, 2016"
GSE70580	"Single cell RNA-sequencing of human tonsil Innate lymphoid cells (ILCs)"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	648		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70580/suppl"	26878113	SRP060416	"Asa Kristina Bjorklund"	"Jan 27, 2016"
GSE72141	"GATA3-mediated chromatin reprogramming in breast cancer cells"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by high throughput sequencing"	"Homo sapiens"	80		"BED;BIGWIG;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72141/suppl"	26922637	SRP062544	"Paul A Wade"	"Jan 27, 2016"
GSE76161	"Gene expression profiling in human precision-cut liver slices upon treatment with the FXR agonist obeticholic acid [human]"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76161/suppl"	26812075		"Guido Hooiveld"	"Jan 27, 2016"
GSE76163	"Gene expression profiling in human precision-cut liver slices upon treatment with the FXR agonist obeticholic acid"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	30		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76163/suppl"	26812075		"Guido Hooiveld"	"Jan 27, 2016"
GSE77227	"Comparison kPSCs versus bmMSCs"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77227/suppl"	28191776		"Danielle Leuning"	"Jan 27, 2016"
GSE77244	"Human Toxome Project, E2 and PPT induction of MCF-7 cells (NC series)"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77244/suppl"	26924983;27456714		"Rick A Fasani"	"Jan 27, 2016"
GSE77254	"Gene expression analysis in the peripheral blood of baboons for early prediction of the later occurring hematological ARS using human Agilent SurePrint G3 Microarrays, v2 (8x60K)"	"Expression profiling by array"	"Homo sapiens;Papio papio"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77254/suppl"	27333084		"Michael Abend"	"Jan 27, 2016"
GSE77298	"Synovial biopsies of rheumatoid arthritis and healthy controls"	"Expression profiling by array"	"Homo sapiens"	23		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77298/suppl"	26711533		"Mathijs G.A. Broeren"	"Jan 27, 2016"
GSE60315	"Gene expression profiling of KU812 CD25 shRNA vs KU812 control random shRNA"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60315/suppl"	26607600		"Markus Jeitler"	"Jan 26, 2016"
GSE68378	"Ambient O2 pressure induces NF-kB1/RelA related inflammatory response in human lung epithelial cells in vitro"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68378/suppl"	26588041	SRP057766	"Suresh Cuddapah"	"Jan 26, 2016"
GSE73317	"Gene expression analysis of BRD4 knockdown in HT-29 and HCT116 cells"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73317/suppl"	26752646	SRP063978	"Florian Gnad"	"Jan 26, 2016"
GSE73318	"Gene expression analysis following JQ1 treatments in colon cancer lines"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73318/suppl"	26752646	SRP063980	"Florian Gnad"	"Jan 26, 2016"
GSE73319	"CCAT1 is a cMYC super-enhancer templated RNA that predicts BET sensitivity in cancer"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	30		"BEDGRAPH;BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73319/suppl"	26752646	SRP063986	"Florian Gnad"	"Jan 26, 2016"
GSE77173	"Gene expression profiling of Mec-1 cells upon chronic silencing of HIF-1a"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77173/suppl"	26825709		"Rosa Bernardi"	"Jan 26, 2016"
GSE77182	"LNCRNAs and mRNAs in a Gynecological Disease"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77182/suppl"	26987697		"wentao wang"	"Jan 26, 2016"
GSE77191	"Combination of multiomics approach and BCR-ABL based molecular testing: A better way to monitor treatment regimen and  disease progression in Chronic Myeloid Leukemia [HTA-2_0]"	"Expression profiling by array"	"Homo sapiens"	40		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77191/suppl"			"Neetu Singh"	"Jan 26, 2016"
