Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE111327	"Chromatin remodeler CHD7 regulates the stem cell identity of human neural progenitors"	"Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	185		"BW;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111327/suppl"	29440260		"Tsukasa Sanosaka"	"Mar 28, 2018"
GSE112335	"Choline Kinase Alpha (CHKα) as a Therapeutic Target in Pancreatic Ductal Adenocarcinoma: Expression, Predictive Value, and Sensitivity to Inhibitors"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112335/suppl"	26769123	SRP136473	"Enrique Carrillo de Santa Pau"	"Mar 28, 2018"
GSE112365	"A SIRT1-centered Circuitry Regulates Breast Cancer Stemness and Metastasis"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112365/suppl"		SRP136531	"Xiaolong Tang"	"Mar 28, 2018"
GSE112371	"Dual inhibition of Src and MEK decreases the growth of human ovarian cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112371/suppl"			"Gao Zhang"	"Mar 28, 2018"
GSE63217	"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in acute myeloid leukemia [RNA-Seq experiments]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63217/suppl"		SRP049731	"Tim C Somervaille"	"Mar 27, 2018"
GSE63218	"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in acute myeloid leukemia [ChIP-Seq: histone modifications]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63218/suppl"		SRP049732	"Tim C Somervaille"	"Mar 27, 2018"
GSE63222	"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in acute myeloid leukemia"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	28		"BW;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63222/suppl"			"Tim C Somervaille"	"Mar 27, 2018"
GSE90769	"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in acute myeloid leukemia [anti-LSD1, MYB, and GFI1 ChIP-Seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90769/suppl"		SRP094439	"Tim C Somervaille"	"Mar 27, 2018"
GSE90770	"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in acute myeloid leukemia [ATAC-Seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90770/suppl"		SRP094442	"Tim C Somervaille"	"Mar 27, 2018"
GSE96783	"Allergen-induced activation of NK cell genes represents an early life immune response in development of allergic asthma"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	513		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96783/suppl"		SRP102104	"Scott Presnell"	"Mar 27, 2018"
GSE104661	"NFAT3-regulated genes in human aortic smooth muscle cells (ASMC)"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104661/suppl"			"Osamu Kaminuma"	"Mar 27, 2018"
GSE107870	"Expression data from human macrophages treate with miR-1246 mimic/inhibitor"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107870/suppl"	29472616		"Ana I Robles"	"Mar 27, 2018"
GSE112068	"Study of dynamic transcriptome profiling in DNA damage-induced cellular senescence and transient cell-cycle arrest"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112068/suppl"		SRP136071	"Zhen Zhao"	"Mar 27, 2018"
GSE112074	"Inhibitors of LSD1 target demethylase-independent activity to induce differentiation in acute myeloid leukemia [anti-H3K9 ac, anti-H3K27, RCOR1, SPI1, and MLL4 ChIP-Seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	10		"BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112074/suppl"		SRP136095	"Tim C Somervaille"	"Mar 27, 2018"
GSE112307	"Microarray analysis of subcutaneous adipose tissue obtained in 27 moderate obese women"	"Expression profiling by array"	"Homo sapiens"	54		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112307/suppl"			"veronique PELLOUX"	"Mar 27, 2018"
GSE112326	"Genome-wide maps of SMAD2-chromatin binding state in TGFbeta-treated vascular smooth muscle cells"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	6					SRP136462	"zehua chen"	"Mar 27, 2018"
GSE112343	"Large differences in small RNA composition between human biofluids - 10 biofluids"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	101		"TAR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112343/suppl"		SRP136488	"David Erle"	"Mar 27, 2018"
GSE112349	"Expression data from heat-damaged MHCC97H treated by HGF"	"Expression profiling by array"	"Homo sapiens"	3		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112349/suppl"			"Rui Zhang"	"Mar 27, 2018"
GSE85605	"Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype [Illumina_Omini 2.5-8_SNP]"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	8		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85605/suppl"			"Ruth Pidsley"	"Mar 26, 2018"
GSE85606	"Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype [RNA-seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85606/suppl"		SRP082150	"Ruth Pidsley"	"Mar 26, 2018"
GSE85609	"Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype [WGBS]"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	8		"TSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85609/suppl"		SRP082156	"Ruth Pidsley"	"Mar 26, 2018"
GSE86256	"Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype [HuGene-1_0-st]"	"Expression profiling by array"	"Homo sapiens"	14		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86256/suppl"			"Ruth Pidsley"	"Mar 26, 2018"
GSE86258	"Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype [Illumina HM450]"	"Methylation profiling by genome tiling array"	"Homo sapiens"	14		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86258/suppl"			"Ruth Pidsley"	"Mar 26, 2018"
GSE86260	"Cancer Associated Fibroblasts are defined by a core set of epigenome changes that contribute to the tumor phenotype"	"Genome variation profiling by SNP array;SNP genotyping by SNP array;Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	52		"CEL;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86260/suppl"			"Ruth Pidsley"	"Mar 26, 2018"
GSE90642	"Profiling of N6-Adenosine (m6A) Methylation in HepG2 cells"	"Other"	"Homo sapiens"	8		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90642/suppl"	29476152	SRP094051	"Jianjun Chen"	"Mar 26, 2018"
GSE106288	"Human MAIT cells exit peripheral tissues and re-circulate via lymph in steady state conditions"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106288/suppl"		SRP122527	"Valentin Voillet"	"Mar 26, 2018"
GSE111431	"Microprocessor depends on hemin to recognize the apical loop of primary microRNA"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	7		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111431/suppl"		SRP133955	"Joha Park"	"Mar 26, 2018"
GSE111946	"microRNA-218 modulates gene expression in fibroblast-like synovial cells in rheumatoid arthritis"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111946/suppl"			"Naoki Iwamoto"	"Mar 26, 2018"
GSE100832	"OCEAN-C: mapping hubs of open chromatin interactions across the genome reveals gene regulatory networks"	"Genome binding/occupancy profiling by high throughput sequencing;Other"	"Homo sapiens"	8		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100832/suppl"		SRP111140	"lumeng Jia"	"Mar 25, 2018"
GSE67504	"Glycyrrhizin, silymarin, and ursodeoxycholic acid regulate a common hepatoprotective pathway in HepG2 cells"	"Expression profiling by array"	"Homo sapiens"	12		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67504/suppl"	26141764		"Chien-Yun Hsiang"	"Mar 23, 2018"
GSE83999	"Modulation of ESRP2 and MBNL2 in normal kidney and clear cell renal cell carcinoma cell lines for analysis of stability programs"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83999/suppl"		SRP077885	"Hamed S Najafabadi"	"Mar 23, 2018"
GSE110335	"Glycyrrhetinic acid antagonizes pressure-induced venous remodeling in mice"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110335/suppl"			"Carsten Sticht"	"Mar 23, 2018"
GSE112007	"Next Generation Sequencing Facilitates Quantitative of Transcriptomes in Various Cells Treated with or without LD100 and siRNA of SOD1"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112007/suppl"		SRP135989	"Xiang Li"	"Mar 23, 2018"
GSE112201	"RNA Misplicing in Fuchs Endothelial Corneal Dystrophy II"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	24		"TSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112201/suppl"		SRP136239	"Michael P Fautsch"	"Mar 23, 2018"
GSE112216	"Gene chip analysis of NPCs with and without cocultured with ASCs"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112216/suppl"			"Zhihua Han Han"	"Mar 23, 2018"
GSE112239	"Molecular profiling of SV-BR-1-GM, a clinically effective GM-CSF-secreting human breast cancer cell line"	"Expression profiling by array"	"Homo sapiens"	22		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112239/suppl"			"Markus Daniel Lacher"	"Mar 23, 2018"
GSE93935	"Studying iPSCs from a hibernating mammal reveals molecular mechanisms of cold resistance in neural tissues"	"Expression profiling by high throughput sequencing"	"Homo sapiens;Ictidomys tridecemlineatus"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93935/suppl"		SRP097613	"Yizhao Luan"	"Mar 22, 2018"
GSE94635	"Late cornified envelope 1C (LCE1C) gene is a transcriptional target of TAp63."	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94635/suppl"			"Daisuke Okuzaki"	"Mar 22, 2018"
GSE100374	"HIV-1 infection of human monocyte-derived dendritic cells with and without the integrase inhibitor, Raltegravir (gene expression)."	"Expression profiling by array"	"Homo sapiens"	32		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100374/suppl"	29544097		"Jarrod S Johnson"	"Mar 22, 2018"
GSE100376	"HIV-1 infection of human monocyte-derived dendritic cells with and without the integrase inhibitor, Raltegravir (ATAC-Seq)."	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	24		"BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100376/suppl"	29544097	SRP110173	"Jarrod S Johnson"	"Mar 22, 2018"
GSE100377	"HIV-1 infection of human monocyte-derived dendritic cells with and without the integrase inhibitor, Raltegravir"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	56		"BW;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100377/suppl"	29544097		"Jarrod S Johnson"	"Mar 22, 2018"
GSE104091	"The striatal kinase DCLK3 produces neuroprotection against mutant huntingtin"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104091/suppl"	29534157	SRP118468	"MARGOT JARRIGE"	"Mar 22, 2018"
GSE110826	"Human iPSC-derived cells and microengineered Organ-Chip enhance neural development."	"Expression profiling by high throughput sequencing"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110826/suppl"		SRP133108	"Samuel A Sances"	"Mar 22, 2018"
GSE112142	"Genome-wide map of H3K27me3 before and after AKBA treatment in HaCaT cells"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	4		"BED;BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112142/suppl"		SRP136168	"Hong Lin Wang"	"Mar 22, 2018"
GSE112172	"The DYRK1A kinase positively regulates angiogenic responses in endothelial cells"	"Expression profiling by array"	"Homo sapiens"	27		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112172/suppl"			"Susana de la Luna"	"Mar 22, 2018"
GSE112173	"Genomic profiles of  unresectable localized peripheral neuroblastic tumours without MYCN amplificatioun of children over the age of 12 months"	"Genome variation profiling by array;Genome variation profiling by genome tiling array"	"Homo sapiens"	26		"GPR;PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112173/suppl"			"Nathalie Clément"	"Mar 22, 2018"
GSE81072	"Gene expression from human keratinocytes isolated from limited systemic sclerosis (lcSSc) and diffuse systemic sclerosis (dcSSc) skin biopsy"	"Expression profiling by array"	"Homo sapiens"	20		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81072/suppl"	28968684		"Celine C Berthier"	"Mar 21, 2018"
GSE87577	"Transcriptional study of ARN8 cells treated with novel DHODH inhibitors"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87577/suppl"	29549331	SRP090767	"Vicent Pelechano"	"Mar 21, 2018"
GSE89443	"RNA Seq analysis of NKX2-5 Null and Het human embryonic stem cells in cardiomyogenesis"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89443/suppl"		SRP092468	"Katrina M Bell"	"Mar 21, 2018"
GSE89457	"ChIP Seq with NKX2-5 antibody in human embryonic stem cells in cardiomyogenesis"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	5		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89457/suppl"		SRP092473	"Katrina M Bell"	"Mar 21, 2018"
GSE99834	"Gene expression analysis upon mtDNA depletion [microarray]"	"Expression profiling by array"	"Homo sapiens"	24		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99834/suppl"			"Janine Santos"	"Mar 21, 2018"
GSE99949	"Next-generation sequencing of matched ectopic and eutopic endometrium identifies novel endometriosis-related genes and highlights the role of general metabolism"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"TSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99949/suppl"		SRP109033	"Alexander Predeus"	"Mar 21, 2018"
GSE100132	"Gene expression analysis upon mtDNA depletion [RNA-seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100132/suppl"		SRP109602	"Janine Santos"	"Mar 21, 2018"
GSE100133	"Gene expression analysis upon mtDNA depletion [ChIP-seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	32		"BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100133/suppl"		SRP109603	"Janine Santos"	"Mar 21, 2018"
GSE100134	"Gene expression analysis upon mtDNA depletion"	"Expression profiling by array;Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by array"	"Homo sapiens"	92		"BW;CEL;CHP;IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100134/suppl"			"Janine Santos"	"Mar 21, 2018"
GSE100249	"Gene expression analysis upon mtDNA depletion [methylation]"	"Methylation profiling by array"	"Homo sapiens"	24		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100249/suppl"			"Janine Santos"	"Mar 21, 2018"
GSE103486	"Comprehensive comparative analysis of 5’ end RNA sequencing methods"	"Expression profiling by high throughput sequencing;Other"	"Homo sapiens"	19		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103486/suppl"		SRP116908	"Joshua Levin"	"Mar 21, 2018"
GSE103842	"Respiratory Syncytial Virus Genotypes and Disease Severity in Young Children Hospitalized with Bronchiolitis"	"Expression profiling by array"	"Homo sapiens"	74		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103842/suppl"	29045741		"Nicole Baldwin"	"Mar 21, 2018"
GSE104550	"Targeted in situ genome-wide profiling with high efficiency for low cell numbers"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	15		"BED;BEDGRAPH;RTF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE104nnn/GSE104550/suppl"		SRP119322	"Jorja Henikoff"	"Mar 21, 2018"
GSE108519	"mRNA sequencing to assess RfxCasR and matching shRNA specificity"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108519/suppl"	29551272	SRP127547	"Maxim Nikolaievich Shokhirev"	"Mar 21, 2018"
GSE111495	"Comparison of Human Bone Marrow Stromal Cells Cultured in Human Platelet Growth Factors and Fetal Bovine Serum"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111495/suppl"	29540180		"PING JIN"	"Mar 21, 2018"
GSE112083	"RNA-Seq of fibrosarcoma with ESCC case"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112083/suppl"		SRP136093	"Qian Yang"	"Mar 21, 2018"
GSE112087	"Systemic Lupus Erythematosus patient blood with controls"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	120		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112087/suppl"		SRP136102	"CSL Research"	"Mar 21, 2018"
GSE112111	"CytoScan HD array data for a patient with Vitamin D deficiency"	"Genome variation profiling by genome tiling array;Genome variation profiling by SNP array"	"Homo sapiens"	1		"CEL;CYCHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE112nnn/GSE112111/suppl"			"Lindsay Brown"	"Mar 21, 2018"
GSE67532	"Kaposi’s Sarcoma-associated Herpesvirus Reactivation by Bacteria Promotes the Hypoxia Response and Epigenetic Regulation"	"Expression profiling by array"	"Cucumber mosaic virus;Homo sapiens;Human alphaherpesvirus 1;Human alphaherpesvirus 2;Human alphaherpesvirus 3;Human betaherpesvirus 7;Human gammaherpesvirus 8;Human herpesvirus 6;Human papillomavirus type 72;Simian-Human immunodeficiency virus"	7		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE67nnn/GSE67532/suppl"			"Jennifer Webster-Cyriaque"	"Mar 20, 2018"
