Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE52712	"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells: Affymetrix array data"	"Expression profiling by array"	"Homo sapiens"	20		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52712/suppl"	25519510		"Ged Brady"	"Dec 31, 2014"
GSE52714	"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells: RT-PCR"	"Expression profiling by RT-PCR"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52714/suppl"	25519510		"Ged Brady"	"Dec 31, 2014"
GSE52715	"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells: RNA-Seq CIC data"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52715/suppl"	25519510	SRP033307	"Ged Brady"	"Dec 31, 2014"
GSE52716	"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells: RNA-Seq MCF7 and MCF10A single cell data"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52716/suppl"	25519510	SRP033309	"Ged Brady"	"Dec 31, 2014"
GSE52717	"Flexible multiplatform RNA profiling at the single cell level applied to enriched cancer initiating cells"	"Expression profiling by array;Expression profiling by high throughput sequencing;Expression profiling by RT-PCR"	"Homo sapiens"	64		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52717/suppl"	25519510		"Ged Brady"	"Dec 31, 2014"
GSE52781	"Identification of targetted gene loci by MIXL1 in the AML cell line U937"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	4		"WIG;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52781/suppl"		SRP033392	"Lalitha Nagarajan"	"Dec 31, 2014"
GSE53092	"Searching for target genes of miR-429 in HCCLM3 cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53092/suppl"			"Liang Li"	"Dec 31, 2014"
GSE53123	"Expression data from MOLT-4 and CCRF-CEM cells grown in serum free medium, untreated, treated with direct (A-769662) and indirect (AICAR) AMPK activators."	"Expression profiling by array"	"Homo sapiens"	24		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53123/suppl"			"Ines Thiele"	"Dec 31, 2014"
GSE53276	"Comparative expressional analyses between a diffuse-type gastric cancer cell line HSC-60 and its highly metastatic subline 60As6 by microarray"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53276/suppl"			"Hiroki Sasaki"	"Dec 31, 2014"
GSE53376	"Adipose transcriptome and microRNA profiles after surgery-induced weight loss [mRNA]"	"Expression profiling by array"	"Homo sapiens"	32		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53376/suppl"	26252355		"Lara Nonell"	"Dec 31, 2014"
GSE53377	"Adipose transcriptome and microRNA profiles after surgery-induced weight loss [miRNA]"	"Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	32		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53377/suppl"	26252355		"Lara Nonell"	"Dec 31, 2014"
GSE53378	"Adipose transcriptome and microRNA profiles after surgery-induced weight loss"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	64		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53378/suppl"	26252355		"Lara Nonell"	"Dec 31, 2014"
GSE53441	"Associations of inflammation, iron and early death in sickle cell disease"	"Expression profiling by array"	"Homo sapiens"	34		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53441/suppl"	25378535		"Yanqin Yang"	"Dec 31, 2014"
GSE53829	"A Ten-microRNA signature identified from a genome-wide microRNA expression profiling in human epithelial ovarian cancer"	"Expression profiling by RT-PCR"	"Homo sapiens"	59		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53829/suppl"			"Ruo-Ying Tan"	"Dec 31, 2014"
GSE53867	"MicroRNA expression in human colon: Crohn's disease versus ulcerative colitis"	"Non-coding RNA profiling by array"	"Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 4;Human gammaherpesvirus 8;Human immunodeficiency virus 1;Human polyomavirus 1;JC polyomavirus;Macaca mulatta polyomavirus 1;Murid betaherpesvirus 1;Murid gammaherpesvirus 4"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53867/suppl"			"Jeremy S Schaefer"	"Dec 31, 2014"
GSE53961	"Genome-wide analysis of gene expression altered by KLRK1 (NKG2D) ectopically expressed  in MCF-7 breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53961/suppl"			"Xin Cai"	"Dec 31, 2014"
GSE53979	"Expression data from MDA-MB-231 cells over-expressing RRP1B and MDA-MB-231 control cells with endogenous RRP1B levels"	"Expression profiling by array"	"Homo sapiens"	10		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53979/suppl"	25092915		"Nigel P.S. Crawford"	"Dec 31, 2014"
GSE54091	"Docetaxel-loaded solid lipid nanoparticles suppress breast cancer cells growth with reduced myelosuppression toxicity"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54091/suppl"	25378924		"Ying Ge"	"Dec 31, 2014"
GSE54169	"Differential regulation patterns of anti-CD20 mAbs in MCL"	"Expression profiling by array"	"Homo sapiens"	75		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54169/suppl"	25292485		"Helmut Burtscher"	"Dec 31, 2014"
GSE54521	"Genes induced during sebocyte differentiation"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54521/suppl"			"Maik Dahlhoff"	"Dec 31, 2014"
GSE54617	"Gene espression Profile by YAP1 and TAZ"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54617/suppl"	26389641		"Sangbae Kim"	"Dec 31, 2014"
GSE54699	"Triiodothytonine (T3) response is changed after KLF9 knockdown in HepG2-TRbeta overexpressing cells."	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54699/suppl"			"Paul Webb"	"Dec 31, 2014"
GSE54758	"DNA methylation, H3K27me3, and gene expression statuses of human cancer cell lines and normal cells."	"Expression profiling by array;Methylation profiling by genome tiling array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54758/suppl"			"Hideyuki Takeshima"	"Dec 31, 2014"
GSE55654	"Transcriptomic profiling of granulosa and cumulus cells for prediction of successful embryo implantation in human in-vitro fertilization procedures"	"Expression profiling by array"	"Homo sapiens"	64		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55654/suppl"			"Ales Maver"	"Dec 31, 2014"
GSE55830	"Evaluation of poly (ADP) ribose polymerase (PARP) inhibitor, veliparib (ABT-888), in combination with platinum, etoposide and radiation in small cell lung cancer"	"Expression profiling by array"	"Homo sapiens"	63		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55830/suppl"			"Gregory Doho"	"Dec 31, 2014"
GSE55865	"Gene expression of immune-related genes in peripheral blood of children with Down syndrome"	"Expression profiling by RT-PCR"	"Homo sapiens"	24		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55865/suppl"			"Érika Cristina Pavarino"	"Dec 31, 2014"
GSE55930	"Drug treatment of colorectal and endometrial cancer cell lines"	"Non-coding RNA profiling by array"	"Homo sapiens"	34		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55930/suppl"			"Johanna Lotsari-Salomaa"	"Dec 31, 2014"
GSE55993	"What makes the blood cell-based miRNome disease specific? -  miRNA analysis of leukocyte subsets in lung cancer patients and  controls"	"Non-coding RNA profiling by array"	"Homo sapiens"	80		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55993/suppl"	25344866		"Christina Backes"	"Dec 31, 2014"
GSE56338	"TNF-alpha and IL-17 synergize to inhibit IL-13 bioactivity via IL-13Ra2 induction in human lung fibroblasts"	"Expression profiling by array"	"Homo sapiens"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56338/suppl"	24954262		"Timothy G Myers"	"Dec 31, 2014"
GSE56464	"Gene expression in primary human bone marrow plasma cells sorted according to CD19 expression"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56464/suppl"	25573986;19265543		"Pawel Durek"	"Dec 31, 2014"
GSE56490	"Expression profiling by array"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56490/suppl"			"Gabriela Bomfim Ferreira"	"Dec 31, 2014"
GSE56494	"Cytoplasmic accumulation of NCoR in malignant melanoma: consequences of altered gene repression and prognostic significance"	"Expression profiling by array"	"Homo sapiens"	10		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56494/suppl"			"Lara Nonell"	"Dec 31, 2014"
GSE56546	"Extracellular Superoxide Dismutase Regulates the Expression of GTPase Guanine Nucleotide Exchange Factors (GEFs), GTPase-activating proteins (GAPs), and Rho Guanine nucleotide disassociation inhibitors (GDI)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56546/suppl"			"Mikko Laukkanen"	"Dec 31, 2014"
GSE56914	"Plasma microRNA profile in chronic thromboembolic pulmonary hypertension patients and healthy controls"	"Non-coding RNA profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56914/suppl"			"Lijuan Guo"	"Dec 31, 2014"
GSE57158	"Differential regulation of aggressive features in melanoma cells by members of the miR-17-92 complex"	"Expression profiling by array"	"Homo sapiens"	3		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57158/suppl"			"jasmine jacob"	"Dec 31, 2014"
GSE57565	"Genome-wide gene expression analysis of MNT-1 cell under hyperosmotic condition"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57565/suppl"	25170965		"Bhin Jin-hyuk"	"Dec 31, 2014"
GSE57627	"Expression data from hsa-mir-125 transfected MCF7 cells"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57627/suppl"	25539763		"Ayse Elif Erson-Bensan"	"Dec 31, 2014"
GSE57657	"MiR-133b regulates the expression of the actin protein TAGLN2 during oocyte growth and maturation: a potential target for infertility therapy"	"Non-coding RNA profiling by array"	"Homo sapiens"	2		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57657/suppl"			"Chenglai Xia"	"Dec 31, 2014"
GSE57715	"Primary melanoma tumors from CDKN2A mutation carriers do not belong to a distinct molecular subclass."	"Expression profiling by array"	"Homo sapiens"	297		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57715/suppl"			"Göran Jönsson"	"Dec 31, 2014"
GSE57753	"Transcriptional profiling of HEPG2 cells after treatment with TRIB1-inducing compounds"	"Expression profiling by array"	"Homo sapiens"	24		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57753/suppl"			"Marek M Nageic"	"Dec 31, 2014"
GSE57835	"Comparison of microarray and RNA sequencing platforms for profiling microRNAs in formalin-fixed, paraffin-embedded human lung adenocarcinoma specimens"	"Non-coding RNA profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57835/suppl"	25812157		"Santosh Kumar Patnaik"	"Dec 31, 2014"
GSE58020	"Methylome sequencing identifies potential epigenetic prognostic biomarker signature that stratifies triple negative breast cancer"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58020/suppl"	25641231	SRP042329	"Aaron Statham"	"Dec 31, 2014"
GSE58033	"Interleukin-32 is progressively expressed in Mycosis Fungoides independent of helper T-cell 2 and helper T-cell 9 polarization"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58033/suppl"			"Mayte Suarez-Farinas"	"Dec 31, 2014"
GSE58845	"miRNA profiling of MCF7 autocrine hGH"	"Non-coding RNA profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58845/suppl"	25873390		"Tao Zhu"	"Dec 31, 2014"
GSE58961	"Extensive remodeling of DC function by rapid maturation-induced epigenetic gene silencing [ChIP-chip]"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	6		"GFF;PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58961/suppl"	25104025		"Mark Ibberson"	"Dec 31, 2014"
GSE59103	"miRNA expression in developmental spinal cord"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59103/suppl"	25662391		"Botao Zhao"	"Dec 31, 2014"
GSE59296	"METRONOMIC TOPOTECAN CAUSES THERAPY-INDUCED TUMOR CELL SENESCENCE AND LOSS OF AGGRESSIVE PROPERTIES IN MYCN-AMPLIFIED CHILDHOOD CANCER [IN VITRO]"	"Expression profiling by array"	"Homo sapiens"	17		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59296/suppl"			"Maximilian Kauer"	"Dec 31, 2014"
GSE59297	"METRONOMIC TOPOTECAN CAUSES THERAPY-INDUCED TUMOR CELL SENESCENCE AND LOSS OF AGGRESSIVE PROPERTIES IN MYCN-AMPLIFIED CHILDHOOD CANCER [IN VIVO]"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59297/suppl"			"Maximilian Kauer"	"Dec 31, 2014"
GSE59298	"METRONOMIC TOPOTECAN CAUSES THERAPY-INDUCED TUMOR CELL SENESCENCE AND LOSS OF AGGRESSIVE PROPERTIES IN MYCN-AMPLIFIED CHILDHOOD CANCER"	"Expression profiling by array;Genome variation profiling by genome tiling array;Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	27		"CEL;CYCHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59298/suppl"			"Maximilian Kauer"	"Dec 31, 2014"
GSE59326	"Expression profiling in primary and stem-cell derived Human Endothelial and Vascular Smooth Muscle Cells"	"Expression profiling by array"	"Homo sapiens"	22		"CALLS;PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59326/suppl"	26214132		"Tobias Heckel"	"Dec 31, 2014"
GSE59364	"Extensive remodeling of DC function by rapid maturation-induced epigenetic gene silencing [RNA-Seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	14		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59364/suppl"		SRP044286	"Mark Ibberson"	"Dec 31, 2014"
GSE59365	"Extensive remodeling of DC function by rapid maturation-induced epigenetic gene silencing"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	20		"GFF;PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59365/suppl"	25104025		"Mark Ibberson"	"Dec 31, 2014"
GSE59385	"The zinc finger protein ZNF658 regulates the transcription of genes involved in zinc homeostasis and affects ribosome biogenesis through the zinc transcriptional regulatory element (ZTRE)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59385/suppl"	25582195		"Simon Cockell"	"Dec 31, 2014"
GSE59529	"METRONOMIC TOPOTECAN CAUSES THERAPY-INDUCED TUMOR CELL SENESCENCE AND LOSS OF AGGRESSIVE PROPERTIES IN MYCN-AMPLIFIED CHILDHOOD CANCER [Affymetrix Cytoscan HD]"	"Genome variation profiling by genome tiling array;Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	4		"CEL;CYCHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59529/suppl"			"Maximilian Kauer"	"Dec 31, 2014"
GSE59537	"Bone marrows from neuroblastoma patients: an excellent source for tumor genome analyses"	"Genome variation profiling by genome tiling array;Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	9		"CEL;CYCHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59537/suppl"			"Peter. F. Ambros"	"Dec 31, 2014"
GSE59617	"Oral squamous cell carcinoma cells: microRNA-34a transfected vs. the control"	"Expression profiling by array"	"Homo sapiens"	2		"TXT;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59617/suppl"			"YU WANG"	"Dec 31, 2014"
GSE59750	"Loss of malignancy of the spontaneous pulmonary metastasis in a human-in-mouse breast cancer model"	"Expression profiling by array"	"Homo sapiens"	15				25339353		"Charles M. Perou"	"Dec 31, 2014"
GSE59751	"Twinfilin regulates breast cancer cell invasion and interleukin-11 expression through the miR-206/ MKL1/SRF pathway"	"Expression profiling by array"	"Homo sapiens"	9				27435395		"Charles M. Perou"	"Dec 31, 2014"
GSE60067	"Cervical neoplasia genomes"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60067/suppl"			"SeungHyun Jung"	"Dec 31, 2014"
GSE60625	"Esophageal cancer intratumor heterogeneity revealed by multi-region whole exome sequencing and aCGH"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60625/suppl"			"Wei Wu"	"Dec 31, 2014"
GSE60695	"Transcriptional changes induced by KRAS mutants"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60695/suppl"	25705018		"Lars Bullinger"	"Dec 31, 2014"
GSE60785	"The Sweden Canceromics Analysis Network - Breast (SCAN-B) Initiative: a large-scale multicenter infrastructure towards implementation of breast cancer genomic analyses in the clinical routine [microarrays]"	"Expression profiling by array"	"Homo sapiens"	55		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60785/suppl"	25722745		"Lao H Saal"	"Dec 31, 2014"
GSE60788	"The Sweden Canceromics Analysis Network - Breast (SCAN-B) Initiative: a large-scale multicenter infrastructure towards implementation of breast cancer genomic analyses in the clinical routine [RNA-Seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	55		"CSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60788/suppl"	25722745	SRP046928	"Lao H Saal"	"Dec 31, 2014"
GSE60789	"The Sweden Canceromics Analysis Network - Breast (SCAN-B) Initiative: a large-scale multicenter infrastructure towards implementation of breast cancer genomic analyses in the clinical routine"	"Expression profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	110				25722745		"Lao H Saal"	"Dec 31, 2014"
GSE60981	"Genome-wide analysis of responsive gene expression by eIF2α phosphatase inhibitors in multiple myeloma cells"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60981/suppl"			"Wei Zhou"	"Dec 31, 2014"
GSE61002	"Differentiation of Mesenchymal Glioblastoma Multiform by Bexarotene"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61002/suppl"			"Ji-Hwan Park"	"Dec 31, 2014"
GSE61196	"Gene expression and functional annotation of choroid plexus epithelium failure in Alzheimer disease"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61196/suppl"			"Sarah Janssen"	"Dec 31, 2014"
GSE61275	"Effects of Beta Catenin antagonist BC2059 in AML cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61275/suppl"			"Kapil Bhalla"	"Dec 31, 2014"
GSE61381	"NHP Liver treated with Vehicle or LXR Ligand"	"Expression profiling by array"	"Homo sapiens;Macaca fascicularis"	6		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61381/suppl"	25440061		"Cynthia Hong"	"Dec 31, 2014"
GSE61399	"Activation of the JAK/STAT pathway in Behcet’s Disease"	"Expression profiling by array"	"Homo sapiens"	29		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61399/suppl"	25410656		"Mikhail Dozmorov"	"Dec 31, 2014"
GSE61516	"Genome-wide expression analysis of evolution of multi-drug resistance in Ramos cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61516/suppl"	25904742		"Andrew Strand"	"Dec 31, 2014"
GSE61741	"miRNA Profiles in patients and controls"	"Non-coding RNA profiling by array"	"Homo sapiens"	1049		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61741/suppl"	25465851		"Andreas Keller"	"Dec 31, 2014"
GSE61797	"Gene expression profiling of TGF-B/PDGF-induced CAF"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61797/suppl"		SRP047519	"Jun Mi"	"Dec 31, 2014"
GSE61942	"The gene expression profile of renal cell carcinoma cell line (786-O) versus prostate cancer cell line (PC3) in co-culture with primary murine muscle progenitor cells"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61942/suppl"	26478857		"Chao Xie"	"Dec 31, 2014"
GSE62009	"Cytogenomic profiling of breast cancer brain metastases reveals potential for repurposing targeted therapeutics"	"Genome variation profiling by SNP array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62009/suppl"			"Aliccia Bollig-Fischer"	"Dec 31, 2014"
