Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE73934	"Transcriptome profiling of HEK 293T Dicer -/- cells with or without VP55"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73934/suppl"	26651947	SRP064732	"Benjamin tenOever"	"Nov 25, 2016"
GSE73968	"Expression data from Human CD4 T cells subpopulations of HIV+ patients and HIV- controls"	"Expression profiling by array"	"Homo sapiens"	15		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73968/suppl"			"Gustavo Olvera-García"	"Nov 25, 2016"
GSE84756	"Transcriptomic, (phospho)proteomic, and metabolomic analysis of tumor-comprising cells treated by photodynamic therapy [human]"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84756/suppl"	27803950		"Perry D Moerland"	"Nov 25, 2016"
GSE84758	"Transcriptomic, (phospho)proteomic, and metabolomic analysis of tumor-comprising cells treated by photodynamic therapy"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	48				27803950		"Perry D Moerland"	"Nov 25, 2016"
GSE52756	"Expression of putative targets of immunotherapy in acute myeloid leukemia and healthy tissues."	"Expression profiling by RT-PCR"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52756/suppl"			"Christopher Hourigan"	"Nov 24, 2016"
GSE72582	"High-specificity bioinformatics framework for epigenomic profiling of discordant twins reveals specific and shared markers for ACPA and ACPA-positive rheumatoid arthritis."	"Methylation profiling by genome tiling array"	"Homo sapiens"	24		"XYS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72582/suppl"	27876072		"David Gomez-Cabrero"	"Nov 24, 2016"
GSE72586	"Genome-wide epigenetic profiling of CD4+ T cells, CD8+ T cells, CD56+ NK cells and Neutrophils in healthy individuals by CHARM."	"Methylation profiling by genome tiling array"	"Homo sapiens"	18		"XYS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72586/suppl"	27876072		"David Gomez-Cabrero"	"Nov 24, 2016"
GSE83256	"Aberrant transcriptional networks in neurogenesis of Paroxysmal Kinesigenic Dyskinesia-induced pluripotent stem cell lines though neural induction method of dual inhibition of SMAD signaling"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	23		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83256/suppl"	27449084	SRP076456	"Kunshan Zhang"	"Nov 24, 2016"
GSE90081	"Discovery of new candidate genes for rheumatoid arthritis through integration of genetic association data with expression pathway analysis"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90081/suppl"	28148290	SRP093699	"Klementy Shchetynsky"	"Nov 24, 2016"
GSE90460	"A Curcumin-Based CBP HAT Inhibitor Modulates the Transcription Functions of Tumor Suppressor p53"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90460/suppl"			"Zichen Wang"	"Nov 24, 2016"
GSE63205	"Isoflavones in soy flour diet have different effects on whole-genome expression patterns than purified isoflavone mix in human MCF-7 breast tumors in ovariectomized athymic nude mice "	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE63nnn/GSE63205/suppl"	25820259		"William G Helferich"	"Nov 23, 2016"
GSE65777	"A Genome Wide Association Study Reveals Genetic Predisposition for Bortezomib-Induced Peripheral Neuropathy in Multiple Myeloma by Variation in the PREP1-CBS locus."	"SNP genotyping by SNP array;Genome variation profiling by SNP array"	"Homo sapiens"	469		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65777/suppl"	27060151		"Wilfried Gouraud"	"Nov 23, 2016"
GSE65878	"Gene expression profiling in human glioma stem cell"	"Expression profiling by array"	"Homo sapiens"	1		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65878/suppl"	27922002		"Keisuke Katsushima"	"Nov 23, 2016"
GSE65910	"Genomic maps of TUG1 in human glioma stem cell"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65910/suppl"	27922002		"Keisuke Katsushima"	"Nov 23, 2016"
GSE65911	"Genomic maps of TUG1 and gene expression profiling in human glioma stem cell"	"Expression profiling by array;Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE65nnn/GSE65911/suppl"	27922002		"Keisuke Katsushima"	"Nov 23, 2016"
GSE66200	"High-throughput RNA-sequencing analysis in human glioma stem cell"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66200/suppl"	27922002	SRP055424	"Keisuke Katsushima"	"Nov 23, 2016"
GSE69909	"MicroRNA sequencing of umbilical cord mesenchymal stem cells (uMSCs) and HEK293T cells derived exosomes"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69909/suppl"	27496568;27388239	SRP059532	"Chen Xu"	"Nov 23, 2016"
GSE75380	"HUVEC gene profile after Sox7/Sox17 siRNA silencing"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75380/suppl"			"KANGSAN KIM"	"Nov 23, 2016"
GSE76978	"A faithful in vivo model of human MLL-AF4 proB acute lymphoblastic leukemia"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76978/suppl"	27846391	SRP068584	"Shan Lin"	"Nov 23, 2016"
GSE77312	"Profiling of epithelial and stromal cells in early proximal colon preneoplasia with matched normals."	"Expression profiling by high throughput sequencing"	"Homo sapiens"	44		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77312/suppl"	27353028	SRP068972	"Allen Mo"	"Nov 23, 2016"
GSE79395	"Knockdown of ADNP in HCT116 colon cancer cells"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79395/suppl"		SRP072025	"Stefan Krebs"	"Nov 23, 2016"
GSE79896	"miRNA expression profiling in human glioma stem cell upon TUG1 inhibition"	"Non-coding RNA profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79896/suppl"	27922002		"Keisuke Katsushima"	"Nov 23, 2016"
GSE79897	"Analysis of Notch-regulated lncRNA in human glioma stem cell"	"Non-coding RNA profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79897/suppl"	27922002		"Keisuke Katsushima"	"Nov 23, 2016"
GSE80363	"Genome-wide analysis of gene expression in pancreatic adenocarcinoma associated fibroblast cells."	"Expression profiling by array"	"Homo sapiens"	4		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80363/suppl"	27496707		"Donger Zhou"	"Nov 23, 2016"
GSE80368	"Epigenome analysis of pancreatic adenocarcinoma associated fibroblast cells."	"Methylation profiling by genome tiling array"	"Homo sapiens"	4		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80368/suppl"	27496707		"Donger Zhou"	"Nov 23, 2016"
GSE80369	"Pancreatic adenocarcinoma associated fibroblast cells"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	8		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80369/suppl"	27496707		"Donger Zhou"	"Nov 23, 2016"
GSE81696	"Multivalent histone and DNA engagement by a PHD/BRD/PWWP triple reader cassette recruits ZMYND8 to K14ac-rich chromatin"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	10		"BED;BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81696/suppl"	27926874	SRP075480	"Alexander Kanapin"	"Nov 23, 2016"
GSE84035	"Repo-Man/PP1 regulates heterochromatin formation in interphase"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	4		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84035/suppl"	28091603	SRP077924	"Silvia Salatino"	"Nov 23, 2016"
GSE84116	"Instructive role of MLL fusion proteins revealed by a faithful model of t(4;11) proB acute lymphoblastic leukemia"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	1		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84116/suppl"	27846391	SRP078037	"Salam Adli Assi"	"Nov 23, 2016"
GSE84666	"Engineered human pluripotent stem cell-derived intestinal tissues with a functional enteric nervous system"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84666/suppl"	27869805	SRP079166	"James M Wells"	"Nov 23, 2016"
GSE85539	"Radiogenomics of glioblastoma: Machine-learning based classification of molecular characteristics using multiparametric and multiregional MRI features"	"Methylation profiling by array"	"Homo sapiens"	152		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85539/suppl"	27636026		"Martin Sill"	"Nov 23, 2016"
GSE85988	"MLL-AF4 binds directly to a BCL-2 specific enhancer and impacts H3K27 acetylation"	"Expression profiling by high throughput sequencing;Other;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	21		"BW;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85988/suppl"	27856324	SRP082679	"Thomas Milne"	"Nov 23, 2016"
GSE86348	"RNA-sequencing analysis in human glioma stem cell"	"Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86348/suppl"	27922002	SRP083961	"Keisuke Katsushima"	"Nov 23, 2016"
GSE89375	"Gene expression profiling of MRC-5 cells treated with 100 ug/mL regular-length pristine SWCNTs for 72 h"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89375/suppl"			"Chee-Onn Leong"	"Nov 23, 2016"
GSE89446	"Low H3K27me3 and DNA hypomethylation define poorly prognostic pediatric posterior fossa ependymomas"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	15		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89446/suppl"		SRP092501	"Sriram Venneti"	"Nov 23, 2016"
GSE89448	"Global reduction in H3K27me3 and DNA hypomethylation define poorly prognostic pediatric posterior fossa ependymomas"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89448/suppl"		SRP092465	"Sriram Venneti"	"Nov 23, 2016"
GSE89451	"Low H3K27me3  define poorly prognostic pediatric posterior fossa ependymomas"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89451/suppl"		SRP092467	"Sriram Venneti"	"Nov 23, 2016"
GSE89452	"Lowered H3K27me3 and DNA hypomethylation define poorly prognostic pediatric posterior fossa ependymomas"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	35		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89452/suppl"			"Sriram Venneti"	"Nov 23, 2016"
GSE90149	"Mesenchymal stromal cell transcriptome study"	"Expression profiling by array"	"Homo sapiens"	25		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90149/suppl"	28154962;23763516		"Kay Nieselt"	"Nov 23, 2016"
GSE90154	"Muscle Biopsy: oxygen vs air treatment"	"Expression profiling by array"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90154/suppl"			"Stanley Ikenna Ejiofor"	"Nov 23, 2016"
GSE50639	"Comparative gene expression analysis of the human periodontal ligament and dental pulp in the human permanent teeth"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50639/suppl"			"Seong-Oh Kim"	"Nov 22, 2016"
GSE51535	"Unliganded estrogen receptor alpha regulates vascular cell function and gene expression"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51535/suppl"	27888004		"Gavin R. Schnitzler"	"Nov 22, 2016"
GSE61715	"Loss of the Histone Methyltransferase EZH2 induces Resistance to Multiple Drugs in Acute Myeloid Leukemia"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61715/suppl"	27941792		"Christian Rohde"	"Nov 22, 2016"
GSE61785	"Loss of the Histone Methyltransferase EZH2 induces Resistance to Multiple Drugs in Acute Myeloid Leukemia"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	8		"WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61785/suppl"	27941792	SRP047500	"Christian Rohde"	"Nov 22, 2016"
GSE61786	"Loss of the Histone Methyltransferase EZH2 induces Resistance to Multiple Drugs in Acute Myeloid Leukemia"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	12		"CEL;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61786/suppl"	27941792		"Christian Rohde"	"Nov 22, 2016"
GSE69491	"The lncRNA HOTAIR Modulates DNA-Methylation in Mesenchymal Stem Cells via Triple Helix Formation (methylation)"	"Methylation profiling by genome tiling array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69491/suppl"	27634931		"Wolfgang Wagner"	"Nov 22, 2016"
GSE69492	"The lncRNA HOTAIR Modulates DNA-Methylation in Mesenchymal Stem Cells via Triple Helix Formation (expression)"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69492/suppl"	27634931		"Wolfgang Wagner"	"Nov 22, 2016"
GSE69518	"The lncRNA HOTAIR Modulates DNA-Methylation in Mesenchymal Stem Cells via Triple Helix Formation"	"Expression profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	24		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE69nnn/GSE69518/suppl"	27634931		"Wolfgang Wagner"	"Nov 22, 2016"
GSE73305	"RNA-sequencing transcriptome profiling of normal human keratinocytes differentiation"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE73nnn/GSE73305/suppl"	27907090	SRP063977	"Lianghua Bin"	"Nov 22, 2016"
GSE75642	"Gene expression analysis of umbilical cord"	"Expression profiling by array"	"Homo sapiens"	3		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75642/suppl"	27087814		"Seong-Oh Kim"	"Nov 22, 2016"
GSE75644	"Gene expression analysis of human permanent dental pulp"	"Expression profiling by array"	"Homo sapiens"	3		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75644/suppl"	27087814		"Seong-Oh Kim"	"Nov 22, 2016"
GSE76647	"The effect of Foxc1 deficiency on undifferentiated and differentiated human primary keratinocytes"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE76nnn/GSE76647/suppl"	27907090	SRP068208	"Lianghua Bin"	"Nov 22, 2016"
